distancia_km,tipo_envio,ventana_horas,volumen,fragil,frio,saturacion,prioridad
315,express,4,9,0,0,media,media
986,express,24,23,0,1,baja,media
888,express,24,30,0,0,media,media
413,express,4,20,1,0,alta,alta
469,normal,8,10,0,0,media,baja
436,express,8,9,1,0,baja,media
687,normal,24,11,0,0,baja,baja
1475,normal,24,5,0,0,baja,baja
1323,normal,48,22,0,0,baja,baja
3031,express,48,32,1,0,alta,alta
438,express,8,11,0,0,baja,baja
3506,normal,72,17,0,0,baja,baja
380,express,4,9,0,0,baja,media
373,express,4,12,0,0,baja,media
412,express,4,25,0,0,media,alta
322,normal,4,11,0,0,baja,baja
127,express,4,19,1,0,baja,media
385,express,4,31,1,1,baja,alta
3140,express,48,13,0,0,baja,media
113,normal,4,22,0,0,baja,baja
278,express,4,8,0,0,baja,media
549,normal,8,30,0,0,baja,baja
1360,express,24,19,1,0,baja,media
148,express,4,42,0,0,media,alta
512,normal,8,3,0,0,media,baja
255,normal,4,27,0,0,baja,baja
382,express,4,19,0,0,media,media
1700,normal,48,12,0,0,baja,baja
614,express,8,19,0,0,media,media
1516,normal,48,28,0,0,alta,media
1469,normal,48,26,0,0,baja,baja
1382,normal,24,20,0,0,baja,baja
247,express,4,38,0,0,baja,media
1734,express,48,8,0,0,media,media
30,express,4,7,0,0,baja,media
1011,normal,24,7,0,0,alta,media
131,express,4,24,0,0,baja,media
437,normal,8,41,1,0,baja,baja
53,normal,4,28,0,0,baja,baja
3079,express,48,8,0,0,baja,media
421,normal,8,25,1,0,alta,media
1154,normal,24,9,0,0,media,baja
352,express,4,32,0,0,baja,media
518,normal,8,7,0,0,media,baja
578,normal,8,9,0,0,baja,baja
223,express,4,15,0,0,alta,alta
354,express,4,32,0,0,baja,media
1844,normal,48,13,1,0,media,baja
332,express,4,7,0,1,baja,media
923,express,24,15,0,0,alta,alta
197,normal,4,13,0,0,baja,baja
1285,normal,48,25,0,0,baja,baja
222,express,4,12,0,0,baja,media
181,express,4,15,1,0,baja,media
230,express,4,35,0,0,baja,media
1289,express,24,8,0,0,alta,alta
136,normal,4,5,0,0,baja,baja
582,express,8,22,0,0,baja,media
119,normal,4,12,0,0,baja,baja
1116,normal,24,7,1,0,alta,media
1773,express,24,21,1,0,media,alta
54,normal,4,34,1,1,alta,alta
337,express,4,42,0,0,alta,alta
297,normal,4,11,0,0,baja,baja
300,normal,4,9,0,0,baja,baja
390,normal,8,16,1,0,baja,baja
488,normal,8,31,1,0,media,baja
986,normal,24,47,1,0,media,media
457,normal,8,32,0,1,baja,baja
218,normal,4,3,0,0,baja,baja
196,normal,4,9,0,0,media,baja
450,normal,8,16,0,0,alta,baja
261,express,4,20,0,0,baja,media
1359,express,24,37,1,0,baja,media
125,normal,4,10,0,1,alta,media
414,express,8,12,0,0,alta,media
291,normal,4,14,0,1,baja,baja
234,normal,4,20,1,0,alta,media
1393,normal,24,17,0,0,media,baja
313,normal,4,20,0,1,media,media
133,normal,4,24,0,0,baja,baja
1833,express,48,14,0,0,media,media
294,normal,4,12,0,0,alta,media
137,normal,4,17,1,1,baja,media
392,normal,8,39,0,1,media,baja
598,normal,8,11,0,0,alta,baja
316,express,4,26,0,0,baja,media
485,normal,8,6,0,0,alta,baja
1185,normal,24,14,0,0,baja,baja
53,normal,4,11,0,0,baja,baja
3479,normal,72,20,0,0,baja,baja
966,normal,24,8,0,0,alta,media
127,normal,4,5,0,0,baja,baja
378,normal,8,20,0,0,alta,baja
626,express,8,34,1,0,baja,media
683,normal,24,32,0,0,media,baja
3658,normal,72,49,0,0,alta,alta
172,normal,4,17,0,0,media,baja
2903,normal,72,14,0,0,baja,baja
1553,express,24,18,0,0,baja,media
524,normal,8,7,1,0,baja,baja
1433,normal,48,29,0,0,alta,media
3154,normal,72,20,0,0,media,media
1395,normal,48,22,0,1,baja,baja
121,normal,4,45,0,0,media,media
440,express,4,15,0,0,baja,media
139,express,4,20,0,1,baja,media
2930,express,48,9,0,0,baja,media
727,normal,24,45,1,0,baja,baja
576,normal,8,39,0,0,media,baja
3117,normal,72,23,0,0,baja,media
221,normal,4,11,0,0,baja,baja
2495,express,48,26,0,0,baja,alta
93,normal,4,18,1,0,media,media
195,normal,4,8,0,0,media,baja
1501,normal,48,46,0,0,baja,baja
91,normal,4,33,0,0,media,media
418,normal,8,10,0,0,media,baja
517,normal,8,14,1,0,baja,baja
253,normal,4,23,0,1,media,media
186,normal,4,13,0,1,baja,baja
306,normal,4,11,0,0,baja,baja
94,express,4,36,0,0,baja,media
123,express,4,3,1,0,media,alta
1250,normal,48,7,1,0,media,baja
94,normal,4,9,0,1,alta,media
167,express,4,7,0,0,baja,media
958,express,24,31,0,0,baja,media
201,normal,4,13,0,1,baja,baja
272,normal,4,23,1,0,baja,media
10,normal,4,18,1,0,alta,media
1297,express,24,17,0,0,alta,alta
534,normal,8,21,0,0,alta,media
226,express,4,8,1,0,baja,media
1665,normal,48,15,0,1,alta,media
753,normal,24,11,0,0,baja,baja
371,normal,8,21,0,0,baja,baja
260,normal,4,9,1,0,media,media
76,normal,4,23,0,0,baja,baja
372,normal,8,15,0,0,alta,baja
505,normal,8,35,0,0,alta,media
89,normal,4,40,0,0,baja,baja
2893,normal,72,11,0,1,alta,alta
171,normal,4,29,1,0,media,media
162,normal,4,8,0,0,baja,baja
647,normal,24,9,1,0,alta,media
1229,express,24,36,0,1,media,alta
1514,express,24,23,0,0,media,media
81,normal,4,37,1,1,media,media
509,normal,8,21,0,0,baja,baja
297,normal,4,37,0,0,alta,media
229,express,4,14,0,0,alta,alta
371,normal,8,16,1,0,alta,media
132,normal,4,16,1,0,alta,media
194,normal,4,10,0,0,media,baja
305,normal,4,11,0,0,media,baja
599,express,8,17,1,1,alta,alta
145,normal,4,11,0,0,baja,baja
448,normal,8,17,1,0,baja,baja
2572,normal,72,15,0,0,alta,media
2170,normal,48,14,1,0,media,media
368,express,4,28,0,0,baja,media
71,express,4,15,0,0,baja,media
4024,normal,72,22,0,0,baja,media
630,normal,24,12,0,0,alta,baja
865,express,24,12,0,0,alta,alta
320,normal,4,17,0,0,alta,media
375,normal,8,24,1,1,alta,media
8,normal,4,28,1,1,alta,alta
1287,normal,48,17,0,1,baja,baja
1331,normal,24,17,1,0,baja,baja
1698,normal,48,32,1,0,baja,baja
318,normal,4,12,1,0,alta,media
265,normal,4,31,0,0,alta,media
976,normal,24,23,0,0,alta,media
249,normal,4,12,0,0,alta,media
221,normal,4,6,0,0,baja,baja
227,normal,4,24,0,0,baja,baja
563,normal,8,28,0,0,baja,baja
297,express,4,19,0,0,media,media
392,normal,8,22,0,0,media,baja
413,normal,8,12,0,0,media,baja
268,express,4,20,1,0,baja,media
2423,normal,48,39,0,0,baja,media
1893,normal,48,32,0,0,alta,media
325,normal,8,22,0,1,media,baja
356,express,4,14,0,0,baja,media
1352,normal,48,3,0,0,baja,baja
553,express,8,7,1,1,baja,media
338,normal,8,21,0,0,baja,baja
1481,express,24,14,0,0,baja,media
1154,normal,24,25,1,0,media,media
1234,normal,24,18,1,0,baja,baja
126,express,4,32,0,0,baja,media
1160,express,24,24,0,0,baja,media
1756,normal,48,21,1,1,media,media
171,normal,4,33,1,0,media,media
1607,normal,48,36,1,0,baja,baja
282,express,4,15,0,0,media,media
87,express,4,41,0,0,alta,alta
626,normal,8,11,0,0,baja,baja
518,normal,8,30,0,1,media,baja
372,express,4,20,0,1,alta,alta
2836,normal,72,26,1,0,media,media
234,express,4,41,1,0,baja,alta
2427,express,48,19,1,0,baja,alta
208,normal,4,11,0,1,baja,baja
299,normal,4,24,0,0,media,media
269,express,4,6,0,0,baja,media
63,normal,4,37,0,0,baja,baja
185,normal,4,40,0,0,baja,baja
3013,normal,72,8,0,1,alta,alta
918,normal,24,8,1,0,baja,baja
449,normal,8,11,0,0,baja,baja
412,normal,8,11,0,0,baja,baja
3906,express,72,3,0,0,alta,alta
472,normal,8,14,0,1,baja,baja
604,express,8,26,1,1,baja,media
166,express,4,16,0,0,baja,media
84,normal,4,21,0,0,baja,baja
418,normal,8,22,1,0,baja,baja
252,normal,4,28,1,1,media,media
493,normal,8,10,0,0,baja,baja
493,normal,8,5,0,0,alta,baja
1656,normal,48,6,1,1,alta,media
206,express,4,40,0,0,baja,media
221,normal,4,11,0,1,alta,media
1520,normal,48,45,0,0,media,baja
197,normal,4,22,1,0,baja,media
46,normal,4,4,1,0,media,media
1076,normal,24,21,0,0,baja,baja
242,normal,4,34,1,0,media,media
1292,normal,48,12,1,0,media,baja
93,normal,4,17,0,0,media,baja
1590,normal,48,18,0,0,media,baja
200,express,4,23,1,0,media,alta
34,express,4,9,0,0,alta,alta
342,normal,8,34,0,0,baja,baja
389,normal,8,15,0,0,alta,baja
1461,express,24,14,1,0,baja,media
273,normal,4,16,1,0,baja,baja
403,normal,8,41,0,0,baja,baja
172,normal,4,8,1,0,baja,baja
267,normal,4,39,0,0,media,media
160,normal,4,29,1,0,baja,media
3842,express,72,10,0,0,baja,media
35,normal,4,27,0,1,media,media
3659,normal,72,41,1,0,baja,media
114,normal,4,36,0,0,alta,media
329,normal,8,44,1,0,baja,baja
2941,normal,72,32,0,0,baja,media
233,normal,4,40,0,0,alta,media
105,express,4,21,0,0,media,alta
3760,normal,72,6,1,0,baja,media
466,express,4,14,0,0,alta,alta
204,express,4,18,0,0,baja,media
3559,normal,72,38,0,0,media,media
620,normal,24,44,0,0,baja,baja
56,express,4,22,0,1,baja,alta
1471,normal,48,10,0,1,baja,baja
197,normal,4,5,1,0,baja,baja
211,normal,4,21,1,0,baja,media
3803,normal,72,17,0,0,baja,baja
1799,express,24,16,1,0,baja,media
3042,normal,72,12,1,0,baja,media
392,normal,8,5,1,0,baja,baja
163,normal,4,21,0,1,media,media
309,normal,4,16,0,0,media,baja
367,express,4,39,0,0,media,alta
3631,normal,72,39,0,1,baja,media
1120,normal,24,15,0,0,baja,baja
238,normal,4,24,0,0,baja,baja
1363,normal,48,24,0,0,alta,media
99,normal,4,20,1,1,media,media
345,normal,8,42,0,0,baja,baja
3597,express,72,48,0,0,baja,alta
1444,express,24,19,0,1,alta,alta
2756,normal,72,22,0,0,media,media
395,normal,8,8,1,0,baja,baja
282,normal,4,10,0,0,alta,media
1211,normal,24,30,0,0,baja,baja
744,normal,24,28,0,1,media,baja
233,normal,4,28,0,0,baja,baja
406,normal,8,13,0,0,alta,baja
1888,express,48,15,0,0,baja,media
3290,express,48,17,0,0,media,alta
352,normal,4,16,0,0,media,baja
1183,normal,24,11,1,0,media,baja
154,express,4,36,0,0,baja,media
160,normal,4,11,1,0,baja,baja
90,normal,4,13,0,1,media,media
657,normal,24,39,0,1,baja,baja
276,express,4,17,0,0,media,media
141,express,4,20,0,0,baja,media
618,normal,8,25,0,1,media,baja
104,normal,4,13,0,1,baja,baja
1567,normal,48,18,0,1,baja,baja
3045,normal,72,8,0,0,baja,baja
449,normal,8,15,1,0,alta,media
60,normal,4,10,1,0,alta,media
2801,normal,72,11,0,0,media,media
221,normal,4,33,1,0,media,media
273,normal,4,11,0,0,baja,baja
3497,normal,72,16,1,0,baja,media
2945,normal,72,43,0,0,alta,alta
100,normal,4,8,0,0,baja,baja
986,normal,24,4,1,0,alta,media
65,normal,4,14,0,0,media,baja
3098,normal,72,11,0,0,baja,baja
1257,normal,24,33,1,0,baja,baja
48,normal,4,18,0,0,media,baja
2898,normal,72,15,1,1,alta,alta
409,normal,8,37,0,0,media,baja
209,express,4,25,1,0,alta,alta
345,normal,4,21,0,0,media,media
1651,normal,48,14,1,0,baja,baja
135,express,4,28,0,0,baja,media
1545,normal,48,18,0,0,baja,baja
366,express,4,16,0,0,media,media
158,normal,4,11,0,0,baja,baja
4081,normal,72,17,0,0,media,media
408,normal,8,34,0,0,baja,baja
255,normal,4,6,0,0,media,baja
56,normal,4,8,1,0,media,media
275,express,4,13,0,0,baja,media
1112,normal,24,30,1,0,media,media
411,express,4,18,1,0,baja,media
69,normal,4,17,0,1,media,media
33,express,4,5,0,0,alta,alta
100,normal,4,11,0,0,baja,baja
287,normal,4,22,1,0,baja,media
1166,normal,24,35,0,0,baja,baja
3005,normal,72,39,0,1,baja,media
718,normal,24,8,0,0,baja,baja
3008,normal,72,26,0,0,media,media
293,normal,4,25,1,0,media,media
469,normal,8,9,0,0,baja,baja
1209,normal,48,24,0,0,baja,baja
108,express,4,32,0,1,baja,alta
507,normal,8,7,0,0,media,baja
1074,normal,24,21,0,0,baja,baja
456,normal,8,31,1,0,media,baja
467,normal,8,15,0,1,alta,media
1272,normal,48,20,0,1,media,baja
110,express,4,23,0,0,baja,media
1278,normal,24,12,1,0,baja,baja
1071,express,24,20,1,0,baja,media
626,normal,8,19,0,0,baja,baja
475,normal,8,9,0,0,baja,baja
2282,normal,48,8,0,1,media,media
1199,normal,48,21,0,0,baja,baja
73,normal,4,19,0,0,baja,baja
1303,normal,48,16,0,0,baja,baja
576,normal,8,21,1,0,baja,baja
1011,normal,24,11,0,0,media,baja
79,normal,4,21,0,0,baja,baja
314,normal,4,26,0,0,media,media
133,normal,4,22,0,1,baja,media
86,express,4,22,0,0,baja,media
977,normal,24,8,0,0,alta,media
316,express,4,11,0,0,media,media
212,normal,4,25,0,0,baja,baja
1148,normal,24,27,0,0,baja,baja
2868,normal,72,17,0,0,baja,baja
350,express,4,30,0,0,media,alta
349,express,4,11,0,0,media,media
503,normal,8,26,1,0,media,baja
386,express,8,17,0,0,baja,baja
96,normal,4,37,0,0,alta,media
1291,normal,24,46,0,0,media,baja
1495,normal,48,7,0,0,baja,baja
656,normal,8,36,0,1,alta,media
1161,express,24,20,0,0,media,media
259,normal,4,18,0,0,baja,baja
104,express,4,39,0,0,baja,media
3519,normal,72,15,1,0,baja,media
427,normal,8,13,0,1,media,baja
396,express,4,28,0,0,baja,media
552,express,8,16,0,0,media,media
1440,normal,48,11,0,0,alta,media
377,normal,8,11,0,0,media,baja
317,express,4,35,0,0,media,alta
3070,normal,72,7,1,0,media,media
3747,normal,72,9,0,0,baja,baja
256,normal,4,15,0,1,baja,baja
185,normal,4,21,1,0,alta,alta
1204,normal,24,11,1,0,baja,baja
505,express,8,18,0,0,baja,baja
596,normal,8,10,0,0,baja,baja
480,express,8,28,1,0,media,media
1102,express,24,14,1,0,media,media
23,normal,4,18,1,0,baja,baja
56,normal,4,26,0,0,baja,baja
375,normal,8,4,0,0,baja,baja
490,normal,8,30,0,0,baja,baja
1073,express,24,20,0,0,media,media
25,normal,4,15,0,0,baja,baja
2435,express,48,5,0,0,media,alta
110,normal,4,13,1,0,baja,baja
208,express,4,28,0,0,baja,media
286,normal,8,8,0,0,baja,baja
3609,normal,72,11,1,0,baja,media
3040,normal,48,16,0,0,media,media
1154,normal,48,16,0,0,baja,baja
107,normal,4,12,0,0,alta,media
309,express,4,29,1,0,baja,alta
1275,normal,48,22,0,0,baja,baja
1240,express,24,7,1,0,baja,media
484,normal,8,37,0,0,media,baja
418,normal,8,47,1,0,baja,baja
453,express,8,6,0,0,alta,media
2240,normal,48,4,1,0,baja,media
86,express,4,37,0,0,media,alta
2720,express,48,14,0,0,baja,media
149,normal,4,24,0,0,baja,baja
47,normal,4,10,0,0,media,baja
450,normal,8,22,0,0,baja,baja
2330,normal,48,11,0,0,baja,baja
375,normal,8,24,0,0,media,baja
238,normal,4,15,0,0,media,baja
4238,express,72,15,0,0,baja,media
1269,normal,24,12,0,0,media,baja
1552,normal,48,22,1,1,alta,alta
80,express,4,20,1,0,baja,media
516,normal,8,30,1,1,baja,baja
1504,normal,24,16,1,0,baja,baja
483,normal,8,24,1,0,baja,baja
640,normal,24,16,0,0,alta,baja
1440,normal,48,21,0,0,baja,baja
215,normal,4,39,0,1,baja,media
273,normal,4,12,0,1,baja,baja
412,express,4,7,0,0,media,media
216,normal,4,12,0,0,baja,baja
395,express,4,19,0,0,baja,media
41,normal,4,25,0,0,baja,baja
420,normal,8,32,0,0,media,baja
593,normal,8,23,0,0,baja,baja
1036,normal,24,10,0,0,media,baja
200,express,4,35,1,0,media,alta
49,express,4,9,0,0,media,media
207,express,4,26,0,1,media,alta
3684,normal,72,27,0,0,baja,media
295,normal,4,37,0,0,alta,media
638,express,8,9,0,0,media,media
153,normal,4,10,0,0,alta,media
414,express,8,16,0,0,baja,baja
467,express,8,33,0,0,baja,media
1250,normal,48,19,1,0,media,baja
339,normal,8,7,1,0,baja,baja
137,express,4,41,0,0,baja,media
244,express,4,28,0,0,baja,media
79,normal,4,15,0,0,media,baja
3048,express,48,11,0,1,media,alta
105,normal,4,29,0,0,baja,baja
396,normal,8,11,0,1,media,baja
531,express,8,34,1,0,media,media
292,express,4,11,1,0,alta,alta
349,normal,4,12,0,0,baja,baja
209,express,4,32,0,0,baja,media
1171,normal,24,33,0,0,media,baja
239,express,4,22,0,0,media,alta
464,normal,8,7,0,0,baja,baja
880,normal,24,4,0,0,alta,media
4118,normal,72,31,1,0,alta,alta
2989,express,48,25,0,1,baja,alta
296,express,4,6,1,1,media,alta
134,express,4,18,0,0,baja,media
224,express,4,14,1,0,baja,media
1803,express,48,30,0,0,baja,media
861,normal,24,42,1,0,baja,baja
166,normal,4,18,0,0,media,baja
316,normal,8,13,0,0,alta,baja
2599,normal,72,21,0,0,baja,media
95,normal,4,35,0,1,alta,alta
504,normal,8,14,1,1,baja,baja
925,normal,24,18,1,1,alta,media
333,normal,8,11,0,0,baja,baja
505,normal,8,6,0,0,alta,baja
427,normal,8,16,1,0,baja,baja
224,express,4,11,0,0,baja,media
328,express,4,33,0,0,baja,media
187,express,4,8,1,0,media,alta
96,express,4,13,1,1,media,alta
391,express,8,10,0,0,media,media
211,express,4,3,0,0,baja,media
517,express,8,8,0,0,alta,media
189,normal,4,18,1,0,baja,baja
2241,normal,48,21,0,0,baja,media
3333,normal,72,13,0,0,baja,baja
457,normal,8,28,0,1,baja,baja
220,normal,4,21,0,0,baja,baja
123,express,4,7,0,0,alta,alta
186,normal,4,21,0,0,media,media
588,normal,8,14,0,0,baja,baja
403,normal,8,14,1,0,baja,baja
340,normal,8,16,1,0,baja,baja
1604,express,24,14,0,1,baja,media
254,normal,4,11,0,0,media,baja
74,normal,4,12,0,0,baja,baja
300,normal,4,9,0,0,alta,media
396,normal,8,10,0,0,baja,baja
1204,normal,48,14,0,0,baja,baja
591,express,8,10,0,0,alta,media
78,express,4,23,0,0,alta,alta
932,normal,24,10,0,0,alta,media
541,normal,8,13,1,1,baja,baja
613,normal,8,33,0,0,baja,baja
302,normal,4,22,0,0,media,media
55,normal,4,25,1,0,baja,media
483,normal,8,25,0,0,baja,baja
508,normal,8,29,1,1,media,media
269,normal,4,25,0,1,baja,media
147,express,4,32,0,0,baja,media
239,normal,4,19,0,0,alta,media
629,express,8,15,0,0,media,media
181,normal,4,15,0,1,baja,baja
211,normal,4,18,0,0,media,baja
342,normal,4,11,0,0,alta,media
583,normal,8,31,1,0,alta,media
132,normal,4,7,1,0,baja,baja
80,express,4,16,0,0,baja,media
4088,express,72,17,1,0,media,alta
160,normal,4,4,0,0,baja,baja
238,normal,4,12,0,0,media,baja
1357,normal,48,6,1,0,alta,media
3425,normal,72,42,1,0,media,media
1062,normal,24,41,0,0,media,baja
525,normal,8,11,0,0,baja,baja
440,normal,8,9,0,0,media,baja
179,normal,4,28,0,0,baja,baja
934,normal,24,9,1,0,media,baja
267,normal,4,33,1,0,baja,media
268,express,4,33,1,1,alta,alta
155,express,4,15,0,0,alta,alta
1748,normal,48,6,1,1,alta,media
240,express,4,11,1,1,baja,alta
1385,normal,24,6,0,0,alta,media
264,normal,4,20,0,0,baja,baja
220,express,4,40,1,0,alta,alta
554,normal,8,25,1,0,baja,baja
1047,normal,24,34,0,0,baja,baja
383,normal,8,7,0,0,media,baja
3541,normal,72,12,0,1,baja,media
280,normal,4,10,0,1,alta,media
2437,normal,48,19,0,0,media,media
487,normal,8,5,1,0,media,baja
1632,normal,48,25,0,0,baja,baja
1037,normal,24,12,0,0,baja,baja
1653,normal,48,20,1,0,baja,baja
337,normal,8,40,1,0,alta,media
51,normal,4,3,0,0,media,baja
952,express,8,19,1,1,alta,alta
312,express,4,12,1,0,alta,alta
480,normal,8,20,0,0,alta,baja
358,normal,8,13,0,0,media,baja
566,normal,8,28,1,0,baja,baja
52,normal,4,16,0,0,baja,baja
1096,normal,24,27,0,0,media,baja
382,normal,8,21,1,0,media,baja
243,express,4,16,0,0,alta,alta
730,express,8,27,0,0,baja,media
173,normal,4,12,0,0,baja,baja
76,normal,4,2,1,0,baja,baja
341,express,4,20,0,0,baja,media
370,normal,8,25,0,1,media,baja
654,normal,8,19,0,0,baja,baja
689,express,8,20,1,0,alta,alta
151,normal,4,16,1,0,media,media
703,express,8,8,0,0,baja,baja
3734,express,72,25,0,0,alta,alta
355,normal,8,38,0,0,baja,baja
1329,express,24,4,1,0,baja,media
399,express,8,22,0,0,baja,media
267,normal,4,36,0,0,alta,media
725,express,8,7,1,0,alta,alta
626,normal,24,25,1,1,media,media
1201,normal,24,10,0,0,alta,media
1232,normal,24,21,0,1,baja,baja
202,express,4,16,0,0,media,media
2975,express,48,39,0,0,baja,alta
1041,normal,24,18,0,0,baja,baja
404,normal,8,19,1,0,baja,baja
93,normal,4,30,0,0,media,media
954,normal,24,30,0,0,alta,media
365,express,4,32,0,0,baja,media
193,normal,4,11,0,1,media,media
467,express,4,9,0,0,baja,media
330,normal,4,19,1,0,alta,media
297,normal,8,46,0,1,alta,media
590,normal,24,32,1,0,media,baja
334,normal,8,16,0,0,alta,baja
86,express,4,36,0,0,alta,alta
87,normal,4,13,0,0,baja,baja
320,normal,4,21,0,0,alta,media
342,normal,8,4,1,0,baja,baja
280,express,4,22,0,0,baja,media
1375,normal,48,30,0,0,baja,baja
148,normal,4,14,0,0,media,baja
359,normal,8,12,0,0,baja,baja
1810,normal,48,7,0,0,baja,baja
650,normal,8,12,0,0,baja,baja
231,express,4,28,0,0,alta,alta
420,normal,8,25,0,1,baja,baja
70,normal,4,44,0,0,alta,media
43,normal,4,26,1,0,media,media
116,normal,4,16,0,0,baja,baja
381,normal,8,9,0,0,alta,baja
337,normal,8,17,1,0,baja,baja
254,normal,4,13,0,0,alta,media
166,normal,4,18,1,1,baja,media
109,normal,4,16,1,0,media,media
331,express,4,14,0,0,baja,media
56,normal,4,10,0,0,alta,media
477,normal,8,8,0,0,media,baja
94,normal,4,10,0,0,alta,media
1421,normal,24,5,1,0,alta,media
3247,normal,72,37,0,0,baja,media
277,express,4,18,0,0,media,media
726,express,8,15,1,0,baja,media
278,normal,4,14,0,0,media,baja
3593,normal,72,22,1,0,alta,alta
1201,express,24,8,0,0,baja,media
158,normal,4,9,1,0,baja,baja
311,normal,8,13,0,0,media,baja
113,normal,4,36,0,0,baja,baja
1414,normal,48,18,0,0,baja,baja
192,normal,4,10,1,0,alta,media
945,normal,24,15,1,0,media,baja
64,express,4,8,1,0,media,alta
173,normal,4,8,0,0,baja,baja
413,normal,8,16,0,0,alta,baja
1281,normal,24,7,1,0,media,baja
220,normal,4,17,0,0,media,baja
1656,express,24,39,0,0,baja,media
197,normal,4,14,0,0,baja,baja
181,express,4,34,0,0,alta,alta
516,normal,8,28,0,0,baja,baja
456,normal,8,30,0,0,alta,media
1438,normal,48,41,0,0,media,baja
524,normal,8,24,0,0,baja,baja
274,express,4,14,0,0,alta,alta
173,normal,4,29,0,0,baja,baja
107,normal,4,23,0,0,baja,baja
189,normal,4,17,0,0,baja,baja
1314,normal,24,36,1,0,baja,baja
217,normal,4,4,0,0,media,baja
119,normal,4,37,0,0,baja,baja
1532,normal,48,48,1,0,baja,baja
277,normal,4,10,1,0,baja,baja
2572,express,48,9,0,0,baja,media
116,normal,4,18,0,0,media,baja
107,normal,4,22,0,1,alta,alta
1567,normal,48,13,1,0,baja,baja
420,express,4,8,1,0,alta,alta
78,normal,4,44,0,0,baja,baja
1365,express,24,42,1,0,alta,alta
3147,express,48,17,0,1,baja,alta
388,normal,8,10,0,0,media,baja
47,normal,4,10,0,0,baja,baja
559,normal,8,28,0,1,media,baja
499,normal,8,32,1,0,baja,baja
236,normal,4,38,0,0,media,media
1846,normal,48,8,0,0,baja,baja
3114,normal,72,10,1,0,baja,media
1170,normal,48,7,1,0,baja,baja
300,normal,4,19,1,0,media,media
1353,normal,48,18,0,0,media,baja
36,express,4,27,0,0,alta,alta
119,express,4,11,0,0,baja,media
441,normal,8,25,0,0,media,baja
433,normal,8,32,0,0,alta,media
373,express,4,22,0,0,alta,alta
985,normal,24,26,0,0,baja,baja
1648,normal,48,39,0,0,baja,baja
422,normal,8,13,0,0,alta,baja
165,normal,4,37,0,0,baja,baja
3568,normal,72,28,0,0,media,media
470,express,8,30,0,0,baja,media
1198,express,24,4,1,0,baja,media
27,normal,4,17,1,0,media,media
199,normal,4,47,0,0,alta,media
144,normal,4,16,1,0,baja,baja
1441,normal,48,23,1,0,media,media
309,normal,8,7,0,0,baja,baja
2546,normal,48,16,0,0,baja,baja
2883,normal,72,26,0,0,media,media
163,express,4,11,0,0,baja,media
159,normal,4,28,0,0,baja,baja
1413,normal,48,26,0,0,alta,media
338,normal,8,16,0,0,baja,baja
249,express,4,19,1,0,baja,media
2046,express,48,26,0,0,media,alta
259,express,4,25,0,0,baja,media
490,normal,8,19,0,0,media,baja
232,express,4,28,0,0,baja,media
189,normal,4,20,0,0,baja,baja
374,normal,8,25,0,0,media,baja
177,normal,4,43,1,0,alta,alta
242,normal,4,15,0,0,baja,baja
656,normal,24,30,0,0,media,baja
169,normal,4,25,1,0,baja,media
4032,normal,72,30,1,1,alta,alta
1288,normal,24,22,1,1,baja,media
264,express,4,13,0,0,alta,alta
2971,express,48,19,0,0,baja,media
660,normal,8,5,0,0,baja,baja
661,normal,24,36,0,0,baja,baja
576,normal,8,26,0,0,baja,baja
214,normal,4,23,0,0,baja,baja
1235,express,24,43,0,0,baja,media
294,normal,4,28,0,0,media,media
502,normal,8,18,0,0,baja,baja
154,express,4,8,1,0,alta,alta
304,normal,8,26,0,1,media,baja
527,normal,8,3,0,0,media,baja
768,express,8,27,0,0,baja,media
468,normal,8,36,0,0,alta,media
3158,normal,72,7,0,1,baja,media
4062,express,72,12,1,0,baja,alta
404,express,8,15,0,0,baja,baja
39,express,4,26,0,0,baja,media
833,express,24,6,1,1,baja,media
1402,express,24,23,1,1,media,alta
963,express,8,21,0,0,baja,media
994,normal,24,30,1,0,media,media
2823,express,48,25,0,0,alta,alta
92,normal,4,20,0,0,media,baja
689,normal,24,40,0,0,baja,baja
25,normal,4,7,0,0,alta,media
379,normal,8,6,0,0,baja,baja
169,express,4,20,0,0,alta,alta
34,normal,4,22,0,0,alta,media
2176,normal,48,41,0,0,baja,media
648,express,8,3,1,0,baja,media
228,express,4,11,0,1,baja,media
519,normal,8,21,0,0,baja,baja
281,express,4,6,0,0,alta,alta
129,express,4,12,0,0,media,media
2652,express,48,9,0,1,media,alta
249,normal,4,27,0,0,baja,baja
167,express,4,31,0,1,alta,alta
679,express,8,14,0,0,alta,media
2658,express,48,12,0,0,baja,media
139,normal,4,14,0,0,media,baja
176,normal,4,3,1,0,media,media
134,normal,4,21,0,0,media,media
1035,normal,24,31,1,1,alta,alta
984,normal,24,31,0,0,media,baja
46,normal,4,18,0,0,alta,media
297,normal,4,30,0,0,baja,baja
1181,normal,24,34,0,0,baja,baja
535,normal,8,31,0,0,baja,baja
1379,express,24,15,0,0,media,media
1390,normal,48,14,0,0,media,baja
177,normal,4,30,0,0,alta,media
1057,normal,24,14,1,0,alta,media
318,normal,8,17,0,0,alta,baja
1428,normal,48,23,0,0,baja,baja
125,express,4,35,0,0,baja,media
3539,normal,72,6,0,0,baja,baja
320,normal,8,22,1,0,media,baja
125,express,4,8,0,0,alta,alta
